 335.28751 2021 12  1  6 54    0.0431  143.2477    0.0258   -0.0346
 335.29166 2021 12  1  7  0    0.0503  146.4712    0.0278   -0.0419
 335.29584 2021 12  1  7  6    0.0564  148.6580    0.0293   -0.0482
 335.29999 2021 12  1  7 12    0.0624  150.4810    0.0308   -0.0543
 335.30417 2021 12  1  7 18    0.0675  151.2685    0.0324   -0.0592
 335.30832 2021 12  1  7 24    0.0693  151.8762    0.0327   -0.0611
 335.31250 2021 12  1  7 30    0.0661  151.9413    0.0311   -0.0584
 335.31668 2021 12  1  7 36    0.0586  151.3824    0.0281   -0.0515
 335.32083 2021 12  1  7 42    0.0500  150.2948    0.0248   -0.0435
 335.32501 2021 12  1  7 48    0.0434  149.4247    0.0221   -0.0373
 335.32916 2021 12  1  7 54    0.0395  148.0725    0.0209   -0.0335
 335.33334 2021 12  1  8  0    0.0364  146.6862    0.0200   -0.0304
 335.33749 2021 12  1  8  6    0.0322  145.9520    0.0180   -0.0267
 335.34167 2021 12  1  8 12    0.0279  144.2133    0.0163   -0.0226
 335.34583 2021 12  1  8 18    0.0249  142.7609    0.0151   -0.0198
 335.35001 2021 12  1  8 24    0.0241  143.0486    0.0145   -0.0193
 335.35416 2021 12  1  8 30    0.0258  145.3711    0.0147   -0.0212
 335.35834 2021 12  1  8 36    0.0298  147.7453    0.0159   -0.0252
 335.36249 2021 12  1  8 42    0.0344  150.2776    0.0171   -0.0299
 335.36667 2021 12  1  8 48    0.0388  152.2212    0.0181   -0.0343
 335.37082 2021 12  1  8 54    0.0444  154.4887    0.0191   -0.0401
 335.37500 2021 12  1  9  0    0.0538  156.4112    0.0215   -0.0493
 335.37918 2021 12  1  9  6    0.0665  157.3454    0.0256   -0.0614
 335.38333 2021 12  1  9 12    0.0775  157.9416    0.0291   -0.0718
 335.38751 2021 12  1  9 18    0.0810  158.3395    0.0299   -0.0752
 335.39166 2021 12  1  9 24    0.0748  158.3532    0.0276   -0.0695
 335.39584 2021 12  1  9 30    0.0610  157.8674    0.0230   -0.0565
 335.39999 2021 12  1  9 36    0.0442  157.2054    0.0171   -0.0407
 335.40417 2021 12  1  9 42    0.0288  154.3028    0.0125   -0.0260
 335.40833 2021 12  1  9 48    0.0144  144.8295    0.0083   -0.0118
 335.41251 2021 12  1  9 54    0.0059   33.0469    0.0032    0.0050
 335.41666 2021 12  1 10  0    0.0237  351.3606   -0.0036    0.0235
 335.42084 2021 12  1 10  6    0.0393  346.8781   -0.0089    0.0382
 335.42499 2021 12  1 10 12    0.0456  346.0463   -0.0110    0.0443
 335.42917 2021 12  1 10 18    0.0420  346.1978   -0.0100    0.0408
 335.43332 2021 12  1 10 24    0.0309  347.1846   -0.0069    0.0302
 335.43750 2021 12  1 10 30    0.0173  352.7203   -0.0022    0.0172
 335.44168 2021 12  1 10 36    0.0066    9.7217    0.0011    0.0065
 335.44583 2021 12  1 10 42    0.0026   98.5264    0.0026   -0.0004
 335.45001 2021 12  1 10 48    0.0072  146.6902    0.0040   -0.0060
 335.45416 2021 12  1 10 54    0.0126  152.1246    0.0059   -0.0111
 335.45834 2021 12  1 11  0    0.0144  153.2010    0.0065   -0.0129
 335.46249 2021 12  1 11  6    0.0095  150.6786    0.0046   -0.0082
 335.46667 2021 12  1 11 12    0.0031   18.8624    0.0010    0.0030
 335.47083 2021 12  1 11 18    0.0185  347.2868   -0.0041    0.0180
 335.47501 2021 12  1 11 24    0.0333  343.9685   -0.0092    0.0320
 335.47916 2021 12  1 11 30    0.0424  343.5764   -0.0120    0.0407
 335.48334 2021 12  1 11 36    0.0458  344.2512   -0.0124    0.0440
 335.48749 2021 12  1 11 42    0.0477  344.4848   -0.0128    0.0460
 335.49167 2021 12  1 11 48    0.0501  343.9844   -0.0138    0.0482
 335.49582 2021 12  1 11 54    0.0501  343.5363   -0.0142    0.0481
 335.50000 2021 12  1 12  0    0.0455  344.0001   -0.0125    0.0437
 335.50418 2021 12  1 12  6    0.0373  344.5779   -0.0099    0.0360
 335.50833 2021 12  1 12 12    0.0288  345.7791   -0.0071    0.0280
 335.51251 2021 12  1 12 18    0.0235  347.6638   -0.0050    0.0230
 335.51666 2021 12  1 12 24    0.0239  348.2852   -0.0049    0.0234
 335.52084 2021 12  1 12 30    0.0286  346.2693   -0.0068    0.0278
 335.52499 2021 12  1 12 36    0.0334  345.3656   -0.0084    0.0323
 335.52917 2021 12  1 12 42    0.0348  345.6359   -0.0086    0.0337
 335.53333 2021 12  1 12 48    0.0345  346.3876   -0.0081    0.0336
 335.53751 2021 12  1 12 54    0.0366  346.5622   -0.0085    0.0356
 335.54166 2021 12  1 13  0    0.0419  345.2305   -0.0107    0.0405
 335.54584 2021 12  1 13  6    0.0480  344.4756   -0.0128    0.0462
 335.54999 2021 12  1 13 12    0.0515  344.0648   -0.0141    0.0495
 335.55417 2021 12  1 13 18    0.0514  343.8245   -0.0143    0.0494
 335.55832 2021 12  1 13 24    0.0490  343.8885   -0.0136    0.0471
 335.56250 2021 12  1 13 30    0.0474  344.2809   -0.0129    0.0457
 335.56668 2021 12  1 13 36    0.0497  343.7552   -0.0139    0.0478
 335.57083 2021 12  1 13 42    0.0553  342.9171   -0.0162    0.0528
 335.57501 2021 12  1 13 48    0.0600  342.3060   -0.0182    0.0572
 335.57916 2021 12  1 13 54    0.0618  342.3915   -0.0187    0.0589
 335.58334 2021 12  1 14  0    0.0621  342.7755   -0.0184    0.0593
 335.58749 2021 12  1 14  6    0.0635  342.6102   -0.0190    0.0606
 335.59167 2021 12  1 14 12    0.0669  342.4614   -0.0202    0.0638
 335.59583 2021 12  1 14 18    0.0709  342.3908   -0.0214    0.0675
 335.60001 2021 12  1 14 24    0.0733  342.1509   -0.0225    0.0698
 335.60416 2021 12  1 14 30    0.0727  342.0714   -0.0224    0.0692
 335.60834 2021 12  1 14 36    0.0692  342.5006   -0.0208    0.0660
 335.61249 2021 12  1 14 42    0.0647  342.9320   -0.0190    0.0618
 335.61667 2021 12  1 14 48    0.0626  342.9110   -0.0184    0.0599
 335.62082 2021 12  1 14 54    0.0625  342.8544   -0.0184    0.0597
 335.62500 2021 12  1 15  0    0.0637  342.5751   -0.0191    0.0608
 335.62918 2021 12  1 15  6    0.0645  342.3726   -0.0195    0.0615
 335.63333 2021 12  1 15 12    0.0644  342.0135   -0.0199    0.0612
 335.63751 2021 12  1 15 18    0.0637  342.0540   -0.0196    0.0606
 335.64166 2021 12  1 15 24    0.0631  342.1523   -0.0193    0.0601
 335.64584 2021 12  1 15 30    0.0636  341.9394   -0.0197    0.0605
 335.64999 2021 12  1 15 36    0.0643  341.3282   -0.0206    0.0609
